,fecha,dia,mes,año,dia_semana,metro,EMT,conc_carretera,cercanias
944,2025-08-02,2,8,2025,6,1192890,813960,420449,284385
945,2025-08-03,3,8,2025,7,966445,631284,321386,231376
946,2025-08-04,4,8,2025,1,1487338,1128919,642713,401861
947,2025-08-05,5,8,2025,2,1514444,1134716,643290,406226
948,2025-08-06,6,8,2025,3,1508186,1121027,629042,403988
949,2025-08-07,7,8,2025,4,1488593,1112286,626957,396928
950,2025-08-08,8,8,2025,5,1470143,1094409,618532,396700
951,2025-08-09,9,8,2025,6,1091801,735044,387006,266929
952,2025-08-10,10,8,2025,7,892396,571449,301836,219719
953,2025-08-11,11,8,2025,1,1350380,1025010,589467,375254
954,2025-08-12,12,8,2025,2,1377034,1037505,592793,380704
955,2025-08-13,13,8,2025,3,1401334,1058291,603188,382986
956,2025-08-14,14,8,2025,4,1385570,1045168,587074,378657
957,2025-08-15,15,8,2025,5,1005182,652130,340467,245605
958,2025-08-16,16,8,2025,6,1007793,669214,354773,242144
959,2025-08-17,17,8,2025,7,861456,561307,288476,212297
960,2025-08-18,18,8,2025,1,1327370,1007955,582628,375023
961,2025-08-19,19,8,2025,2,1424840,1052331,601255,390204
962,2025-08-20,20,8,2025,3,1427810,1054561,610356,395503
963,2025-08-21,21,8,2025,4,1433002,1050296,609391,393218
964,2025-08-22,22,8,2025,5,1434708,1052067,606745,387963
965,2025-08-23,23,8,2025,6,1115948,726066,392219,271205
966,2025-08-24,24,8,2025,7,934856,590407,314238,232166
967,2025-08-25,25,8,2025,1,1461881,1092878,644820,405691
968,2025-08-26,26,8,2025,2,1541240,1147093,664032,421635
969,2025-08-27,27,8,2025,3,1573530,1154709,670528,427040
970,2025-08-28,28,8,2025,4,1606705,1173610,682424,443624
971,2025-08-29,29,8,2025,5,1644989,1177596,685761,449668
972,2025-08-30,30,8,2025,6,1313857,826998,445427,327516
973,2025-08-31,31,8,2025,7,1121153,682089,354769,285267
974,2025-09-01,1,9,2025,1,1892207,1387912,791114,532572
975,2025-09-02,2,9,2025,2,1981307,1472005,839780,560921
976,2025-09-03,3,9,2025,3,2059825,1538795,815833,570843
977,2025-09-04,4,9,2025,4,2068143,1542215,859743,572068
978,2025-09-05,5,9,2025,5,2076316,1529625,866449,570774
979,2025-09-06,6,9,2025,6,1481813,962926,466736,376136
980,2025-09-07,7,9,2025,7,1180723,722628,386044,307025
981,2025-09-08,8,9,2025,1,2122730,1700206,920575,617335
982,2025-09-09,9,9,2025,2,2277557,1793971,1024692,657831
983,2025-09-10,10,9,2025,3,2330671,1744972,1038119,674542
984,2025-09-11,11,9,2025,4,2379843,1764518,1054014,675087
985,2025-09-12,12,9,2025,5,2346646,1773281,1046593,661336
986,2025-09-13,13,9,2025,6,1598269,1007060,531882,393579
987,2025-09-14,14,9,2025,7,1285607,720504,386792,326770
988,2025-09-15,15,9,2025,1,2302126,1797118,1020875,665875
989,2025-09-16,16,9,2025,2,2455375,1865471,1089662,709449
990,2025-09-17,17,9,2025,3,2442555,1880621,1094529,708546
991,2025-09-18,18,9,2025,4,2441825,1866250,1107936,709479
992,2025-09-19,19,9,2025,5,2459138,1851209,1111111,695096
993,2025-09-20,20,9,2025,6,1638857,1064371,551639,434981
994,2025-09-21,21,9,2025,7,1282995,766833,389797,342128
995,2025-09-22,22,9,2025,1,2362224,1834704,1031406,700057
996,2025-09-23,23,9,2025,2,2477882,1874806,1096110,730950
997,2025-09-24,24,9,2025,3,2505563,1882291,1101983,730912
998,2025-09-25,25,9,2025,4,2522465,1906384,1114304,732554
999,2025-09-26,26,9,2025,5,2545618,1875874,1116129,729142
1000,2025-09-27,27,9,2025,6,1732181,1059990,541141,428513
1001,2025-09-28,28,9,2025,7,1253402,741751,371439,318552
1002,2025-09-29,29,9,2025,1,2384258,1847147,1120429,705715
1003,2025-09-30,30,9,2025,2,2528049,1904407,1112834,735860
1004,2025-10-01,1,10,2025,3,2590618,1939106,1181623,746843
1005,2025-10-02,2,10,2025,4,2555566,1905115,1134142,733836
1006,2025-10-03,3,10,2025,5,2553115,1908612,1142299,728548
1007,2025-10-04,4,10,2025,6,1840639,1098490,565937,478600
1008,2025-10-05,5,10,2025,7,1416721,779969,386253,359242
1009,2025-10-06,6,10,2025,1,2441919,1893984,1082976,722664
1010,2025-10-07,7,10,2025,2,2547647,1946585,1101019,748969
1011,2025-10-08,8,10,2025,3,2548219,1938969,1127762,750494
1012,2025-10-09,9,10,2025,4,2599555,1947565,1086399,755058
1013,2025-10-10,10,10,2025,5,2636705,1900141,1119921,735331
1014,2025-10-11,11,10,2025,6,1790965,1087458,543533,452339
1015,2025-10-12,12,10,2025,7,1548761,781870,398256,412305
1016,2025-10-13,13,10,2025,1,2208956,1642435,879487,663947
1017,2025-10-14,14,10,2025,2,2537164,1938557,1105200,755825
1018,2025-10-15,15,10,2025,3,2459845,1726894,1030392,699904
1019,2025-10-16,16,10,2025,4,2566340,1918140,1106096,750967
1020,2025-10-17,17,10,2025,5,2610594,1910265,1115636,734586
1021,2025-10-18,18,10,2025,6,1777134,1066274,536459,436115
1022,2025-10-19,19,10,2025,7,1492078,762593,362184,291338
