,codigo,nombre,zona,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09
114,604,Opañel,A,148889.0,149512.0,159115.0,152645.0,156475.0,152026.0,124697.0,79221.0,134317.0,163423.0,158214.0,154872.0,149792,158731,154932,163212,161783,160032,130616,101813,153674,170185,168366,158475,166501,164520,179625,155492,176879,176871,171865,134895,170295,192008,187043,172347,186283,183103,186026,192596,195933,189585,167940,128365,178203,210286,200588,188031,199776.0,198283.0,213610,196345,205425,199664,180612,135189,197768,231706,219107,203935,215264,216297,103596,24435,51456,104071,124371,96733,122884,135047,136525,135013,121777,132527,150446,147057,154309,158873,130830,111288,159926,178763,181861,167277,160061,173076,202549,179311,193260,190533,164285,128653,193940,214071,212877,200166,210918.0,212110.0,235952.0,210183.0,227997.0,224455.0,195378.0,156143.0,212689.0,238265.0,233860.0,218624.0,230690.0,238399.0,232424.0,250670.0,242212.0,233703.0,214953.0,170088.0,227256.0,261540.0,249976.0,237664.0,239240,238208,255475,230384,233403,0,0,0,131213
115,605,Plaza Elíptica,A,455678.0,464948.0,491547.0,476214.0,482540.0,465188.0,406827.0,285855.0,451950.0,540301.0,517240.0,491060.0,468062,507279,486876,500949,502590,489437,406600,334631,485403,511634,507301,484172,509825,511549,568923,493585,545268,529450,469568,379267,514456,567534,538578,492397,507749,525196,549461,566782,571151,552741,504105,404030,553793,640691,607831,563267,566987.0,546158.0,590741,536737,567157,544847,534732,425320,595809,693586,653521,602088,633443,651223,305399,68059,139990,286927,360758,299825,351065,376921,371304,372897,328856,376719,433227,415517,446910,455281,452295,393517,511495,591019,567484,503195,478700,537485,622228,553636,593015,571966,495787,405614,602122,654257,654368,603299,644814.0,670203.0,750557.0,667235.0,715828.0,687818.0,611281.0,505889.0,681371.0,751658.0,740690.0,685103.0,713040.0,750311.0,735107.0,800810.0,791359.0,736482.0,681021.0,569822.0,774316.0,864078.0,814194.0,762931.0,777727,800962,841653,755519,773617,225729,198326,156408,475332
116,606,Usera,A,313568.0,302821.0,324017.0,314161.0,324766.0,308999.0,272115.0,223385.0,296474.0,336049.0,327375.0,326037.0,315147,324238,327152,338627,337117,329249,294566,250463,316537,329981,329072,334536,341242,319761,367004,343009,372476,365454,338718,285719,357417,399497,391872,384726,393613,382223,390959,399023,411299,400828,373535,309551,385127,435437,420126,418621,430276.0,431043.0,461387,430787,453540,447071,419298,342659,426532,479141,463295,462296,472554,431891,202149,49793,114233,227685,275690,229867,239103,265254,254294,281738,272265,268399,308123,299289,320046,326518,276243,250598,325555,361626,364165,358917,335056,353283,402380,377028,403638,399816,368341,303892,398785,437529,434738,438509,464986.0,440196.0,487622.0,454539.0,482955.0,474651.0,436959.0,368932.0,449360.0,493251.0,486529.0,489228.0,488577.0,517933.0,500509.0,519045.0,524262.0,503611.0,475061.0,406006.0,496629.0,550674.0,535170.0,536111.0,528923,531594,548290,504124,499274,0,0,0,0
117,608,Arganzuela-Planetario,A,92679.0,97711.0,100647.0,96209.0,98292.0,97468.0,79547.0,47441.0,97297.0,107230.0,103337.0,92116.0,87515,103051,97973,108415,104608,102471,74162,52385,103410,108768,110148,96923,105861,108637,118830,94529,111669,114498,86564,57298,106696,122826,118868,100322,117575,117496,114674,120964,122345,115625,93166,59988,111410,135242,124339,105617,123395.0,124050.0,129756,114423,123875,118020,96278,58931,119830,144158,127290,106335,123613,126568,52362,7760,15820,38568,45933,30183,52503,54945,57779,51266,51368,57040,65188,63182,67817,71380,38684,33879,74055,85495,88220,72598,70297,82820,102525,84140,95478,97188,66600,39600,91522,102122,102676,89297,100127.0,103343.0,114375.0,93839.0,108020.0,107155.0,74677.0,49485.0,97923.0,109245.0,106647.0,91391.0,103498.0,108903.0,97573.0,113983.0,106243.0,102522.0,79558.0,50515.0,106994.0,126927.0,117740.0,103679.0,110402,113959,118282,99966,104599,0,0,0,0
118,609,Méndez Álvaro,A,575293.0,576368.0,617971.0,613636.0,610164.0,613654.0,598207.0,448268.0,606486.0,662423.0,632283.0,600990.0,564169,616489,621988,630079,636200,615814,571956,492172,643668,663739,650919,611342,628487,641131,707380,620182,665518,665662,620399,516240,649316,704482,674906,615061,664574,647970,666918,691375,694142,671649,641692,522183,671854,750374,700045,641824,693293.0,690145.0,743914,701383,707267,719604,699719,537964,716481,812881,748456,668223,714036,718346,345084,76289,136185,277717,367218,302090,350661,346706,351732,343457,319276,345431,397874,382834,410685,444175,259816,252971,434697,485385,499264,456702,422311,476253,573675,517456,554638,554360,499875,353461,520596,577426,584218,545438,573306.0,586798.0,653421.0,584133.0,633816.0,649575.0,610012.0,497441.0,630948.0,683904.0,683979.0,628333.0,633349.0,651037.0,622152.0,676527.0,667284.0,647108.0,622649.0,501570.0,657071.0,734881.0,704163.0,664799.0,696141,755231,823324,750395,783968,848998,573692,584393,0
119,611,Conde de Casal,A,403682.0,397733.0,416636.0,402270.0,402115.0,390442.0,337972.0,212998.0,377052.0,444094.0,425433.0,395292.0,378851,425966,413514,444219,426426,422017,401712,321685,513703,521474,480064,419960,429988,444618,493649,405802,461555,452303,362804,261144,428488,490133,482976,421969,462326,464059,468714,488600,475390,464875,409915,318103,459241,535108,498902,440402,479250.0,485714.0,516431,461728,479624,473786,425545,291456,481919,567757,526222,460356,493620,517840,233076,47238,93617,201327,245606,183571,259097,276734,278066,267865,226663,268953,317079,304174,315544,325894,0,188168,341915,387389,394533,339280,321507,380852,452937,381348,417148,404072,326450,193455,391874,457488,462623,414588,438474.0,467394.0,517592.0,435845.0,478215.0,481028.0,432047.0,336260.0,524141.0,550562.0,524331.0,460370.0,488186.0,530421.0,489740.0,551365.0,520909.0,491494.0,435901.0,317818.0,509454.0,595572.0,549395.0,487655.0,501173,419486,325658,273931,287975,214777,121469,74209,22966
120,612,Sáinz de Baranda,A,246603.0,252396.0,266342.0,255572.0,256337.0,244419.0,205747.0,122935.0,233312.0,270501.0,260977.0,236148.0,236324,263154,247848,270361,256031,250335,195417,133301,242104,266627,274319,247295,256939,263618,290365,238952,271066,263505,205992,140598,250800,290179,286397,247129,272490,271509,270726,281031,277374,267116,217260,229434,254106,304462,286639,256019,284457.0,291374.0,306284,271130,280395,272349,227779,144666,266399,317924,300072,259185,288281,296013,130468,28246,48127,105660,121316,83518,133664,141849,145273,137133,144963,144399,163860,158814,169002,181737,283570,100363,189311,208390,215959,184882,177199,203090,246697,204530,228739,223417,177031,253125,283078,254430,256078,225551,244806.0,254270.0,283913.0,239631.0,261531.0,258837.0,201395.0,129711.0,236293.0,268556.0,265985.0,231075.0,255855.0,271273.0,246824.0,278902.0,261299.0,251623.0,204238.0,133415.0,247870.0,296021.0,275349.0,245130.0,257088,269928,287623,244226,260346,226932,176220,118033,238406
121,613,O´Donnell,A,264190.0,268021.0,281425.0,275584.0,272586.0,258131.0,218168.0,155348.0,246939.0,281973.0,277579.0,255347.0,243633,278373,265163,287408,277822,264936,203956,149556,250329,280643,295294,268675,286629,291237,322364,267648,298291,294851,245991,181636,286043,329836,325992,294638,320455,319823,322090,339357,330901,318510,271552,215573,306026,371065,348231,311631,334759.0,363881.0,384881,347019,352160,329985,283472,194556,321354,378238,354663,312484,348789,366100,173314,47637,71639,135109,158286,115683,162244,176406,179757,168561,172223,181430,206050,205136,220392,236592,132270,156373,245290,265536,281116,249011,237179,263227,311671,261182,283338,275618,224690,0,186805,290539,300782,279515,286511.0,311415.0,341629.0,288322.0,314695.0,298572.0,253221.0,189778.0,300601.0,337751.0,340812.0,299554.0,306413.0,328742.0,308314.0,351210.0,331967.0,307750.0,277953.0,191737.0,304499.0,375999.0,351308.0,324670.0,324400,338150,363596,313876,332095,235561,185564,137341,37717
122,617,República Argentina,A,106955.0,112258.0,115533.0,111754.0,107888.0,99936.0,80196.0,41102.0,100134.0,127048.0,122555.0,101644.0,101151,125668,114350,129441,117129,105830,75792,45961,106059,120458,130572,103008,116246,124703,134890,104160,121372,117104,85806,49229,110557,129302,131008,99364,122401,121130,116397,124923,123850,115567,91224,51177,107422,135143,130432,102336,126013.0,127169.0,131309,115442,122932,119676,101113,52605,120149,149704,141675,109008,131667,132496,54610,8496,16875,40915,54374,37201,66845,70678,70635,65018,63430,75027,82745,79230,83085,83497,58790,42506,92082,107220,114679,88382,90803,110362,133698,106417,118135,110540,78654,0,74614,117814,128114,102239,118048.0,124101.0,136716.0,110181.0,124144.0,116907.0,84110.0,56941.0,112384.0,133920.0,137676.0,104966.0,123975.0,135590.0,117666.0,138630.0,124226.0,113909.0,92916.0,52118.0,116453.0,141655.0,135909.0,111200.0,125547,127029,132909,109068,115918,89917,70015,39908,14018
123,618,Nuevos Ministerios,A,1260459.0,1275567.0,1345783.0,1291462.0,1267469.0,1245783.0,1134407.0,738767.0,1248238.0,1468386.0,1395009.0,1302583.0,1270257,1380712,1315346,1410235,1331028,1300789,1156114,867664,1417696,1546958,1529075,1357508,1357457,1133673,1231398,1174346,1401044,1409899,1213923,845226,1393291,1609005,1539691,1347436,1525998,1501220,1472337,1545062,1500833,1451511,1299489,925804,1488726,1767264,1622039,1451894,1622249.0,1628280.0,1706969,1513873,1545851,1374740,1251865,826457,1415090,1673169,1554440,1396065,1563756,1604151,691505,106431,200433,472578,608402,439022,644841,690706,699530,689477,602016,679882,770888,737175,773623,823477,732225,503023,938137,1008226,1108568,974161,860708,964276,1106109,909561,1000731,1052807,903398,629170,1184987,1323349,1323737,1245069,1248969.0,1211284.0,1315648.0,1130539.0,1227726.0,1274499.0,1149509.0,862088.0,1355070.0,1492991.0,1441452.0,1334979.0,1339176.0,1408632.0,1313550.0,1444750.0,1367124.0,1358259.0,1276787.0,853720.0,1432218.0,1630457.0,1565043.0,1479083.0,1431089,1461715,1563830,1405144,1436247,1429286,1206271,720840,1115323
124,620,Guzmán el Bueno,A,232474.0,254781.0,264982.0,258448.0,257591.0,249831.0,195356.0,108430.0,224082.0,289266.0,281740.0,240136.0,232989,288631,264281,286525,269657,260785,182244,123373,259828,303556,300682,254469,273575,283758,310227,239947,294097,290497,201309,131661,275365,322971,312473,257559,289261,298400,284208,301740,291673,277366,205983,128521,264807,333502,308814,248594,280624.0,304710.0,313992,275913,285471,266755,213799,124225,281642,341250,315396,248508,279538,310195,134898,22705,38570,89762,101545,68708,127516,144223,147873,129523,120003,143318,165041,156874,159132,171442,121629,80829,203191,230928,243649,181940,173257,226531,277634,213228,231832,221394,152573,98651,250531,273935,277962,221162,240296.0,276001.0,304914.0,233060.0,261609.0,252534.0,177738.0,114198.0,263016.0,301439.0,293452.0,224694.0,260013.0,303595.0,263645.0,315774.0,271412.0,253486.0,195422.0,117381.0,282982.0,352888.0,321750.0,254834.0,276259,317203,336087,266060,278446,235134,170173,96215,213650
125,621,Vicente Aleixandre,A,138306.0,156410.0,153438.0,150678.0,144588.0,105263.0,87738.0,30560.0,134484.0,201689.0,187489.0,134037.0,123159,162029,140136,166331,148235,109787,79064,32430,149262,191573,197819,136597,140722,170612,188938,134674,165128,122763,92195,41062,164993,219757,212448,143040,156093,188055,171510,189688,170844,126367,96636,42513,197754,241508,219318,148717,154168.0,198430.0,202674,166449,157286,119547,99926,42368,211695,238445,221351,140355,148303,197329,72545,7317,11701,23431,32208,20149,67107,85827,90328,62568,46194,80649,83334,78615,77329,63546,44549,25249,137230,153244,162261,105117,92525,148002,173277,115717,126910,89967,63182,28802,172657,181114,188745,123767,123209.0,169092.0,178903.0,123803.0,133001.0,96677.0,61714.0,30421.0,178270.0,191027.0,187071.0,121649.0,121210.0,177251.0,136895.0,167364.0,127258.0,94433.0,72158.0,31861.0,181859.0,218472.0,193562.0,134711.0,124234,170319,175764,123736,130839,79970,62239,22909,16843
126,622,Ciudad Universitaria,A,366001.0,464740.0,457360.0,470677.0,405571.0,301559.0,174955.0,49704.0,433364.0,636199.0,595104.0,406474.0,350357,513650,437329,506730,427050,330187,171203,55546,441233,588603,606530,427621,379226,503050,557425,378246,441108,340670,177530,62886,490225,631508,593845,414113,417608,530751,462060,532356,463159,343797,198909,59225,565562,679614,589376,385724,379202.0,559338.0,553155,433193,388920,316188,203943,58980,553925,686387,587754,374444,385123,545566,179783,5522,10280,32553,61843,26754,117206,206414,224317,152107,65026,191395,207057,205654,194596,184092,113419,36160,377712,438873,484841,278063,232117,446627,495857,313804,310928,243947,133408,42661,494772,507000,516964,324290,312656.0,489826.0,501801.0,343248.0,340994.0,277230.0,158204.0,54283.0,506366.0,571758.0,538186.0,339668.0,346106.0,523226.0,383801.0,491650.0,348002.0,274596.0,170410.0,53361.0,491262.0,615212.0,540318.0,373933.0,343334,502943,484744,332285,340299,209901,121686,43782,32997
127,625,Príncipe Pío,A,1230400.0,1209045.0,1284032.0,1240526.0,1271711.0,1227005.0,1086680.0,721392.0,1141500.0,1349113.0,1308484.0,1309330.0,1234048,1280604,1258566,1332277,1303806,1274079,1108810,857176,1274752,1393725,1378847,1376636,1338337,1310181,1442757,1255924,1373149,1353124,1192236,908768,1293277,1453853,1423498,1382473,1403360,1368203,1395741,1430578,1429446,1389015,1257093,935548,1355027,1542587,1454291,1434971,1442994.0,1398927.0,1490582,1337217,1391330,1433495,1382779,1015386,1436924,1652777,1542905,1452212,1464800,1486989,639567,104763,202954,540225,712279,548053,716891,769884,732067,802298,653940,762949,901352,858846,928595,975500,906250,705898,1023680,1146799,1161484,1085684,987258,1074104,1245123,1128795,1211453,1182520,1038808,803495,1253861,1390784,1364479,1334743,1332824.0,1352604.0,1500870.0,1346001.0,1434712.0,1440471.0,1287526.0,1015013.0,1403743.0,1566306.0,1533548.0,1486816.0,1457604.0,1540208.0,1497899.0,1587884.0,1532321.0,1491580.0,1383857.0,1085506.0,1508267.0,1678280.0,1597287.0,1569432.0,1225289,1001546,1061747,970751,1033549,1030126,940221,687636,974499
128,626,Puerta del Ángel,A,223082.0,221798.0,235933.0,227775.0,244550.0,233110.0,396722.0,303480.0,328357.0,270557.0,258558.0,242745.0,232252,245511,240679,255587,244411,234100,195519,152076,232037,262004,268262,257277,257142,254605,281246,235972,274051,262209,215746,162736,244960,282039,289287,271928,281443,267762,269232,275200,273402,258423,226218,167395,257646,298372,286605,260872,274552.0,271247.0,288141,264830,272361,263865,237686,173371,272613,327780,320620,292494,294721,291901,129683,23182,54137,121650,149552,114844,152033,165065,164763,167389,168646,164914,189019,182079,193963,202586,178798,135296,211823,241299,243977,217032,204361,230282,267194,235002,251458,242454,201304,151446,245810,270650,282374,274375,280012.0,268925.0,297625.0,274203.0,286718.0,281480.0,239594.0,169773.0,259455.0,289866.0,283692.0,261120.0,270331.0,282730.0,273149.0,298149.0,286482.0,272407.0,236995.0,176904.0,266715.0,310821.0,297940.0,289884.0,295491,290831,296614,263873,263787,0,0,0,182250
129,627,Alto de Extremadura,A,151329.0,155257.0,168293.0,181186.0,179713.0,168696.0,18789.0,,87493.0,171298.0,165141.0,159304.0,151860,162502,156306,168954,162414,155838,131407,100289,156210,180045,180025,166444,169868,170866,188285,159958,179509,175668,148144,113078,165690,194061,189769,170507,183010,184780,184852,189407,191255,181885,158606,118329,174415,211507,201531,186343,196038.0,195310.0,206064,188718,195664,187404,170372,122958,192457,226748,218162,193204,207387,207876,94465,21329,44273,91176,106573,83042,110741,119589,124114,121357,125450,123886,139473,137765,142887,145343,127211,99416,157075,179300,184372,163633,152830,168102,195986,165852,186253,176557,144607,114338,181429,201970,204544,189026,195531.0,196865.0,219826.0,186771.0,204159.0,199791.0,162992.0,124432.0,190750.0,221655.0,215883.0,197507.0,206974.0,214471.0,203711.0,226761.0,214288.0,204816.0,175770.0,132355.0,202753.0,245561.0,231360.0,209827.0,219517,218572,229600,199938,202166,0,0,0,156209
130,628,Lucero,A,236305.0,232982.0,248474.0,240056.0,245700.0,237559.0,25658.0,,126831.0,243359.0,238644.0,235937.0,229390,239291,237658,249335,245592,240545,208026,166900,234201,255488,256957,253739,253001,246935,274455,240186,264349,262849,229345,183393,246326,272837,265674,252845,264604,256563,266211,271983,275583,270225,240991,187789,259239,297320,285836,277895,283817.0,273673.0,297139,270207,287341,283763,261257,197962,278809,322926,310168,296530,305753,304123,144970,34072,71322,147777,177841,142001,173026,186733,188748,191968,182353,182190,208365,200186,213953,221127,201478,161062,227620,252583,255104,242062,227329,239974,278571,251249,273207,267981,236893,193430,275813,295689,293342,287873,296399.0,289917.0,324064.0,292699.0,313025.0,308697.0,274682.0,221616.0,293092.0,323985.0,318037.0,310116.0,313180.0,320638.0,315639.0,338269.0,331552.0,321042.0,296324.0,238951.0,316342.0,356735.0,341693.0,336886.0,332937,322512,340233,307914,310318,0,0,0,229460
131,701,Las Musas,A,95258.0,94926.0,99783.0,95373.0,96841.0,92799.0,79551.0,49403.0,91873.0,105254.0,99853.0,94276.0,92112,98324,93966,101970,98337,94835,72185,52398,92877,103028,104681,96087,100316,102159,111541,91590,104778,103255,85689,60771,104120,119234,114460,99262,111094,108035,108183,116359,112641,102320,81523,58930,99992,122252,118437,103604,113094.0,120924.0,125802,111054,115803,112415,88995,58744,109982,129319,118974,105534,115482,118928,51291,9706,20162,45095,53658,38702,59139,65556,67378,62509,62113,62565,70550,68743,72658,73105,57424,43728,79831,91365,92690,78035,74607,87702,103275,87672,97370,92358,68584,52824,100089,108329,107024,75242,95298.0,100517.0,114352.0,96327.0,107359.0,102715.0,82620.0,58057.0,99607.0,102130.0,112097.0,102683.0,109738.0,112088.0,103590.0,116287.0,108357.0,105020.0,87008.0,58962.0,100382.0,118583.0,98314.0,96495.0,102444,104099,111237,94441,99793,102727,80073,54569,102913
132,702,San Blas,A,86543.0,86484.0,92587.0,87965.0,88683.0,85424.0,74644.0,53926.0,82720.0,97711.0,94192.0,89341.0,86280,93328,90595,97276,94832,90562,73865,60811,88940,101618,100753,93429,97011,99941,108451,89580,102240,100487,79057,64567,95310,111030,108736,96391,104129,103401,105080,111365,112317,103473,87774,73610,103168,121073,114563,103514,112585.0,119092.0,126736,114328,119214,111349,97877,72547,110909,129475,123200,110744,117439,121424,59109,16029,29896,55759,67209,55463,69045,76977,77686,76208,74629,76278,86439,82335,85432,87753,77036,63656,91954,100601,102740,91297,87383,97681,114457,98599,107073,104955,90721,74766,110279,118040,117448,89008,109625.0,112732.0,127617.0,112214.0,121174.0,118784.0,109133.0,89359.0,118830.0,119925.0,130165.0,122164.0,129616.0,132553.0,128537.0,141621.0,134261.0,128417.0,119310.0,94051.0,128146.0,149057.0,125276.0,122913.0,130370,129868,139461,121340,123903,129512,109983,88429,125717
133,703,Simancas,A,124404.0,121006.0,127235.0,124508.0,127422.0,124451.0,118209.0,88646.0,121495.0,137126.0,134740.0,131522.0,128342,135601,133396,141417,139810,135824,121069,101134,136456,145234,147569,143959,146171,146638,158881,137962,153726,153498,132324,106622,145645,160293,159853,151779,160633,154757,160932,164358,169019,160073,147584,123012,154930,178313,171408,164297,172282.0,170200.0,186189,171933,181099,173600,161391,126098,167685,190148,183308,176290,180595,182303,93019,27095,51042,95874,113753,94860,112939,119989,121366,122727,123927,116528,131576,128124,135912,138859,125414,103765,137153,148542,150069,143275,136283,145987,169865,152028,164969,160753,143149,122069,165093,178518,175217,149450,170918.0,171624.0,196750.0,176779.0,191487.0,189278.0,175268.0,141490.0,174861.0,175375.0,190646.0,184009.0,189561.0,190574.0,191530.0,204185.0,200508.0,191941.0,176652.0,144672.0,182294.0,206612.0,177855.0,184655.0,190857,188334,207292,186125,177784,189623,169842,142261,184363
134,704,García Noblejas,A,168948.0,174659.0,180097.0,173451.0,172639.0,167995.0,150623.0,97644.0,160094.0,183789.0,178805.0,163324.0,161403,177022,167963,183095,176880,171612,136450,105166,167686,184663,193187,171848,186487,188977,207734,168026,195627,194448,176701,133994,186295,215224,211660,179415,211552,207145,207965,220420,220872,207660,179446,137353,197885,243007,232637,198619,227478.0,235439.0,245810,223335,231754,219026,198101,136415,213007,253624,241277,208088,234464,241890,112811,19873,38229,80568,100502,74421,102435,114358,114947,109218,117371,116547,130180,125710,131528,139387,116659,88508,142877,161642,167251,142429,137111,155921,185802,157095,176273,172318,139969,109607,179734,194215,196884,134669,179832.0,183838.0,209081.0,175802.0,199117.0,191825.0,158091.0,121567.0,184071.0,230524.0,212859.0,184887.0,208056.0,213565.0,195868.0,219331.0,203232.0,192015.0,171549.0,122400.0,184398.0,219852.0,226975.0,187249.0,195354,196250,211299,179539,180201,185972,152187,111693,186996
135,705,Ascao,A,148865.0,150484.0,160298.0,153336.0,156183.0,152484.0,137943.0,95743.0,151444.0,169033.0,163243.0,154268.0,152324,162785,160241,169581,164500,159485,134524,103316,153944,168484,169502,157659,166036,165464,181519,156059,173804,173349,155187,117671,164101,185435,179993,163308,179760,177482,180726,187291,188130,179230,155552,122714,169786,198357,189022,173058,186487.0,191005.0,205234,189235,200486,188350,170518,122203,180628,210153,198521,180591,195224,197197,93814,25575,48571,91617,108213,82546,104844,114700,115009,115229,115113,115299,132427,129401,137018,142341,122821,94992,141541,155787,158874,142600,135985,149603,177404,155694,169383,167036,141174,112564,170130,185086,183918,128719,170207.0,175173.0,202893.0,176906.0,195928.0,192429.0,167750.0,131272.0,183150.0,205176.0,203271.0,188482.0,200181.0,205376.0,198963.0,215635.0,208088.0,199302.0,181296.0,137132.0,197280.0,225070.0,210846.0,196229.0,201035,198396,216679,187361,183332,197956,166664,128550,194092
136,707,Barrio de la Concepción,A,173048.0,176807.0,184671.0,177724.0,179498.0,173707.0,149115.0,93608.0,167803.0,198035.0,186506.0,173825.0,171230,187281,180021,192890,186107,179855,138328,102844,175858,196596,197653,189359,192163,193488,212301,173785,197158,197827,166683,130573,191081,218809,216400,187907,208986,208927,207724,219400,218161,208566,172595,120219,195760,238967,226085,199057,220936.0,220021.0,233361,210333,223570,214125,182171,122868,206790,246720,231404,203262,229239,237564,102987,17732,34049,73158,88986,66646,98364,105725,107687,104594,111922,108076,124715,121585,128694,134865,109788,82923,137816,156271,162817,138705,130382,151667,184410,157062,172476,169733,133525,100342,174294,189148,191273,122190,171353.0,180336.0,206804.0,177929.0,192952.0,190835.0,153320.0,109437.0,179905.0,203477.0,201082.0,178424.0,196747.0,207187.0,200969.0,221654.0,206333.0,196952.0,166432.0,118941.0,193988.0,230490.0,215608.0,197404.0,207142,208346,227095,191840,191760,197026,167251,112073,198565
137,708,Parque de las Avenidas,A,108903.0,113012.0,117911.0,113327.0,115305.0,112756.0,96931.0,52479.0,108000.0,124357.0,119298.0,111082.0,107059,116878,110823,119512,113796,111798,86738,55695,106999,117410,121642,110928,114157,118768,127504,105861,119315,119120,92309,61607,110832,127095,123468,109382,124176,124301,123349,129258,127469,121579,97902,61383,113454,137872,128649,113054,125019.0,125666.0,132989,118926,125832,119590,101651,58501,114912,137435,129505,115634,130736,136022,58736,11129,22559,47717,53968,35296,61863,65888,67286,64444,65979,66032,76051,73776,77570,79724,64853,43930,84652,96815,100937,84810,80674,94518,112808,96959,105872,102898,79407,54417,105899,115481,115455,67980,101212.0,106382.0,120662.0,103331.0,114555.0,113975.0,87702.0,57923.0,107800.0,120854.0,119118.0,106466.0,114100.0,120427.0,113905.0,127694.0,118933.0,113687.0,94299.0,61029.0,115673.0,137201.0,127011.0,115368.0,121926,122808,132400,110174,110527,114630,83347,57740,118208
138,709,Cartagena,A,124188.0,122603.0,126596.0,122629.0,123496.0,120832.0,104614.0,68122.0,117495.0,130040.0,124086.0,119875.0,114456,122793,120695,131380,126957,120437,95602,68238,116041,128692,128017,114373,117773,121477,132640,110523,124505,123757,102755,69572,115907,131934,130551,112568,124641,126055,127871,133246,132703,125510,108047,72046,116988,140197,131892,118021,129614.0,129766.0,138834,126008,128746,127400,114293,72489,123823,145733,138433,118771,153113,167739,70917,12133,22747,49893,60366,40849,65667,69868,71409,65076,63913,68589,78082,77388,81017,85589,72999,51810,89448,100120,103804,86200,84260,98728,119385,98746,109098,108119,84873,68985,115791,118380,118757,110601,103811.0,111303.0,127483.0,111320.0,123831.0,124151.0,101151.0,70834.0,117107.0,129522.0,126743.0,111743.0,122367.0,129026.0,122737.0,140376.0,136839.0,133194.0,113291.0,73779.0,124073.0,146274.0,133312.0,118503.0,125541,125996,136721,117574,134970,128097,97751,69295,134567
139,711,Gregorio Marañón,A,318450.0,343223.0,359822.0,347686.0,350930.0,348644.0,304751.0,153812.0,346687.0,389467.0,383988.0,345415.0,330149,373111,357718,383060,359996,353244,294523,194878,385159,414932,411210,341319,362171,381344,417637,338148,378227,380176,347623,221737,371375,414583,402019,330064,377257,387473,380179,402311,391025,372242,318029,191308,359520,438435,408589,340112,392264.0,404201.0,419610,373295,379811,374518,329536,185156,379349,455185,412901,341776,390109,405784,168720,19959,42605,107791,133628,83265,148636,160589,160284,151677,144885,163312,190478,185288,192415,213209,182592,115395,245667,282031,289924,232558,215567,268723,330457,268623,293580,292001,227520,153459,309952,334595,333683,262590,306059.0,323765.0,358902.0,300177.0,331886.0,331226.0,267432.0,166594.0,332724.0,373397.0,367467.0,301737.0,339486.0,370757.0,328474.0,381800.0,346643.0,329978.0,286194.0,164814.0,345104.0,416034.0,381180.0,326063.0,344552,362717,386646,323556,340149,327517,281557,158301,371667
140,712,Alonso Cano,A,138491.0,143367.0,148718.0,141629.0,140029.0,138183.0,121600.0,67096.0,135027.0,156933.0,151697.0,138348.0,136828,149633,144325,157893,149249,146367,154086,107426,198542,214277,203269,157298,165728,170608,186073,148909,170264,165746,133996,85177,154737,178718,177435,151015,172159,173666,172175,178200,174027,165885,139677,89277,159642,197308,187332,157640,182850.0,185822.0,193483,173649,176259,171680,152900,90461,172526,203741,191410,160851,185169,190016,81308,12608,25441,58427,68994,46065,77702,88669,87411,84618,79868,88094,101090,99041,102749,105541,86593,57193,113960,131350,139044,111937,106611,126587,155410,128197,138367,134318,103138,68666,136577,149098,149950,93522,130584.0,139916.0,158298.0,129186.0,146416.0,148399.0,120806.0,76888.0,145091.0,163503.0,161316.0,139803.0,153229.0,162293.0,150115.0,167069.0,152638.0,147004.0,123065.0,75594.0,147291.0,177737.0,165499.0,144675.0,158613,161869,173314,141716,150539,144665,104301,66195,148597
